title,release_date,runtime,budget,revenue,popularity,vote_average,vote_count
Detention,2011-03-16,93,10000000,0,10.424596,5.7,129
Child's Play,1988-11-08,87,9000000,44196684,27.600843,6.3,581
The Purge: Anarchy,2014-07-17,104,9000000,108782847,82.975841,6.6,1954
Down to You,2000-01-21,91,9000000,0,3.269459,4.9,70
The Contender,2000-10-13,126,9000000,0,7.029126,6.7,60
Black Christmas,2006-12-25,84,9000000,21510851,4.134327,4.8,119
Henry V,1989-10-05,,9000000,0,,7.4,71
The Savages,2007-01-19,114,0,0,5.663889,6.8,110
The Way of the Gun,2000-09-08,119,8500000,19125401,8.775844,6.4,100
The Ice Pirates,1984-03-16,91,9000000,0,3.810697,5.7,49
Gracie,2007-06-01,97,9000000,2955039,2.365328,6,17
Trust the Man,2005-09-01,103,9000000,0,5.2545,5.5,29
Velvet Goldmine,1998-10-23,119,0,1053788,10.932711,6.9,116
Glee: The Concert Movie,2011-08-11,84,9000000,18663238,9.933926,6.8,79
The Legend of Suriyothai,2001-08-17,185,0,0,0.843067,5.1,6
Flame & Citron,2008-03-25,130,6500000,0,7.028946,6.8,68
The Girl on the Train,2009-03-18,105,0,0,2.351706,5.6,10
Crocodile Dundee,1986-09-26,97,5000000,328203506,,6.3,503
Polisse,2011-10-06,127,0,20374201,14.038703,7.9,285
Awake,2007-11-28,84,86000000,14373825,18.172736,6.3,395
The Lost Boys,1987-07-31,97,8500000,32222567,24.750909,6.8,538
Baggage Claim,2013-09-27,96,8500000,22456509,11.436405,5.6,85
Barbarella,1968-10-10,98,9000000,2500000,14.171759,5.7,146
The Namesake,2006-09-02,122,12000000,20138836,3.604863,6.8,50
The DUFF,2015-02-20,100,8500000,43528634,40.28709,6.8,1322
Glitter,2001-09-21,104,22000000,5271666,3.809131,3.4,38
Silmido,2003-12-24,135,8000000,0,2.60632,6.6,28
Limbo,1999-06-04,126,8000000,1997807,0.034259,7,17
Yeh Jawaani Hai Deewani,2013-05-31,159,7700000,46000000,3.353176,7.2,79
The Muppet Movie,1979-05-31,97,0,76657000,10.639916,7,164
Nightcrawler,2014-10-23,117,8500000,38697217,89.095538,7.6,3395
The Sound of Music,1965-03-02,174,8200000,286214286,37.960289,7.4,941
Splash,1984-03-09,111,8000000,69821334,21.735068,6.1,321
Little Miss Sunshine,2006-07-26,102,8000000,100523181,14.793177,7.5,1686
28 Days Later,2002-10-31,113,5000000,82719885,45.490374,7.1,1777
You Got Served,2004-01-30,95,0,0,3.804597,4.8,75
Escape from Alcatraz,1979-06-22,111,8000000,43000000,26.356697,7.2,561
That Awkward Moment,2014-01-29,94,8000000,26049082,37.821106,6.1,1004
Modern Problems,1981-12-25,89,0,0,4.293706,5.6,23
Kicks,2016-09-09,80,0,0,3.467923,7.5,18
Akeelah and the Bee,2006-04-28,112,8000000,18948425,4.932893,6.7,81
New in Town,2009-01-30,97,8000000,29010817,13.987772,5.2,99
American Psycho,2000-04-13,102,7000000,34266564,45.310443,7.3,2066
The Boondock Saints II: All Saints Day,2009-11-24,118,8000000,10629321,13.517017,5.9,261
The City of Your Final Destination,2009-03-21,114,0,0,1.353971,5.7,9
Shadow of the Vampire,2000-05-15,92,8000000,8279017,5.93923,6.6,148
Held Up,1999-10-08,89,0,0,1.569449,4.9,11
Woman on Top,2000-09-22,92,8000000,0,3.535789,5.5,46
Anomalisa,2015-12-30,90,8000000,5659286,21.024346,,459
8 Women,2002-01-08,111,8000000,0,8.204829,6.9,196
Showdown in Little Tokyo,1991-08-23,79,8000000,2275557,8.403859,5.7,95
It's Kind of a Funny Story,2010-07-06,101,8000000,6491240,13.143045,6.9,672
Down in the Valley,2005-05-13,112,8000000,852872,7.433574,5.9,63
Brooklyn Rules,2007-04-30,99,8000000,458232,4.090382,,18
The Singing Detective,2003-10-24,109,0,0,6.335881,5.9,41
The Wendell Baker Story,2005-08-03,99,0,0,,,16
Dear Wendy,2005-01-22,105,0,0,2.597665,5.6,33
Akira,1988-07-16,124,8000000,553171,39.338097,7.8,773
Swelter,2014-04-20,96,0,0,2.214925,4.6,21
My Lucky Star,2013-09-17,114,0,0,1.86453,4.3,8
Imagine Me & You,2005-02-01,93,0,2455831,9.100352,7,177
Swimming Pool,2003-05-18,102,7800000,22441323,11.000654,6.4,153
The Blood of Heroes,1989-10-19,100,0,882290,6.41678,5.9,31
Code of Honor,2016-05-06,106,8000000,0,2.101718,4.1,16
Soul Food,1997-09-26,114,0,0,4.105363,6.6,19
Rumble in the Bronx,1995-01-30,91,7500000,32392047,17.318839,6.5,240
Far from Men,2014-08-30,110,7700000,0,3.363973,6.6,43
Thank You for Smoking,2005-09-05,92,6500000,24793509,29.01153,7.1,664
Hostel: Part II,2007-06-08,93,10200000,35619521,20.745052,5.6,453
An Education,2009-10-29,100,7500000,26096852,16.990308,6.8,409
Shopgirl,2005-10-21,104,10284523,11588205,4.820166,5.7,75
The Hotel New Hampshire,1984-03-09,109,7500000,0,2.226412,5.8,26
Witless Protection,2008-02-22,97,0,0,1.82184,4,26
Extract,2009-09-03,92,8000000,10848783,14.652342,5.7,192
Masked and Anonymous,2003-08-08,112,0,0,1.71729,5.2,13
Betty Fisher and Other Stories,2001-09-01,103,0,0,0.024186,7,3
Code 46,2003-09-02,92,7500000,0,8.859657,6.2,116
Albert Nobbs,2011-12-21,113,8000000,5634828,7.802245,6.2,132
Ta Ra Rum Pum,2007-04-27,156,0,0,0.553752,6,13
Persepolis,2007-05-23,95,7300000,0,24.281951,7.7,450
The Hole,2009-09-09,92,0,0,9.983004,5.6,244
The Wave,2008-03-11,107,7500000,19000000,25.281197,7.5,841
Harry Brown,2009-11-11,103,7300000,10329747,16.829837,6.7,348
Juno,2007-12-05,96,7500000,231411584,19.782725,7,2244
Diamonds Are Forever,1971-12-13,120,7200000,116019547,34.634181,6.3,553
The Piano,1993-05-19,121,7000000,116700000,17.681707,7.1,281
Magic Mike,2012-06-28,110,7000000,167221571,35.897151,6.1,1040
My Dog Skip,2000-01-14,95,7000000,0,5.675535,6.5,69
"Definitely, Maybe",2008-02-08,112,0,55447968,29.173266,6.7,620
"Good Night, and Good Luck.",2005-09-16,93,7000000,54600000,17.717681,6.8,273
Capote,2005-09-30,114,7000000,49084830,17.434862,6.8,384
Desperado,1995-08-25,104,7000000,25405445,25.511217,6.8,881
Logan's Run,1976-06-23,119,9000000,25000000,12.268143,6.6,269
The Man with the Golden Gun,1974-12-01,125,7000000,97572000,30.214716,6.3,524
The Descent,2005-07-08,99,0,0,23.413188,6.8,1005
The Devil's Rejects,2005-07-22,107,0,0,16.754452,6.6,322
Dope,2015-06-19,103,700000,17986781,29.761163,7.2,691
In Too Deep,1999-08-25,97,7000000,14011454,2.772178,6.2,17
House of 1000 Corpses,2003-04-11,89,7000000,16829545,19.301432,6,306
Alien Zone,1978-11-22,90,0,0,0.000372,4,3
Warlock,1989-06-01,103,7000000,0,9.887662,5.8,95
Beyond the Lights,2014-09-10,116,7000000,14618727,8.079046,7,139
Outside Providence,1999-08-16,96,7000000,7292175,2.627232,5.6,30
Rabbit-Proof Fence,2002-02-04,94,0,0,2.128211,6.8,84
The Other Side of Heaven,2001-04-12,113,7000000,4720371,2.206097,6.7,14
Veer-Zaara,2004-11-12,192,7000000,29385320,3.721858,7.4,64
Cyrus,2010-06-18,91,7000000,0,15.212569,6.1,133
A Dog Of Flanders,1999-08-27,96,0,0,0.838938,6.4,6
Auto Focus,2002-10-18,104,7000000,2062066,7.051521,6.1,56
We Need to Talk About Kevin,2011-09-28,112,7000000,6038942,21.276864,7.4,677
Mother and Child,2009-11-07,125,7000000,0,5.517597,6.7,46
March or Die,1977-09-08,107,0,0,3.829937,6.2,16
Somewhere,2010-09-03,98,8000000,0,9.590373,6,208
Dom Hemingway,2013-11-15,93,0,523511,10.416332,5.8,212
Gerry,2002-01-12,103,3500000,0,5.038953,6.2,68
The Extra Man,2010-08-01,108,7000000,453079,2.26778,5.9,29
Ca$h,2010-01-01,108,7000000,46488,8.207425,6,73
Wah-Wah,2005-08-17,120,0,0,2.356244,6.3,8
The Boondock Saints,1999-01-22,108,6000000,30471,34.917447,7.2,837
Z Storm,2014-06-19,92,0,0,0.542814,5.8,5
Twixt,2011-09-10,84,7000000,0,5.060656,5,85
The Snow Queen,2012-10-11,76,7000000,12400000,5.33861,5.1,47
Pale Rider,1985-06-28,115,0,41410568,14.574995,7,251
Stargate: The Ark of Truth,2008-03-11,97,7000000,8900000,8.591387,6.9,140
Two Lovers and a Bear,2016-10-02,96,0,0,3.139294,6.8,27
Aimee & Jaguar,1999-02-10,125,0,0,2.832628,6.3,20
Shade,2003-05-18,101,6800000,0,4.665309,6.1,73
Incendies,2010-09-04,130,6800000,7103838,21.285206,7.9,479
Elite Squad,2007-10-12,115,4000000,0,23.604936,7.8,504
Bran Nue Dae,2009-08-09,82,7,7,0.050456,5.2,6
La Bamba,1987-07-24,108,6500000,54215416,6.847099,6.8,116
Friends with Money,2006-09-07,88,6500000,13368437,11.885221,5.1,128
The Andromeda Strain,1971-03-12,131,6500000,12376563,12.524953,7,190
Bats,1999-10-22,91,0,10,1.537859,4.1,35
Nowhere in Africa,2001-12-11,140,0,0,3.481517,7,32
Layer Cake,2004-09-30,105,6500000,11850214,24.0034,7,559
The Work and the Glory II: American Zion,2005-10-21,100,6500000,2025032,2.639106,8,6
The East,2013-05-31,116,6500000,2401510,16.574756,6.5,305
Aberdeen,2000-07-05,113,0,0,1.068819,7,6
The Messenger,2009-11-13,113,6500000,1521261,8.432401,7.1,119
Tracker,2010-05-20,102,6500000,0,2.074295,6,16
Control,2007-09-26,121,0,8159508,11.357474,7.5,200
Grease,1978-07-07,110,6000000,181813770,67.608041,7.2,1581
Mary Poppins,1964-08-27,139,6000000,102272727,59.961523,7.4,1183
Ordinary People,1980-09-19,124,6000000,0,12.541983,7.4,145
Caddyshack,1980-07-25,98,6000000,39846344,15.929648,6.6,365
The Brothers,2001-03-23,106,0,0,3.029944,6.5,10
The Wood,1999-07-16,106,6000000,25059640,5.537646,7.1,34
The Usual Suspects,1995-07-19,106,6000000,23341568,64.025031,8.1,3254
A Nightmare on Elm Street 5: The Dream Child,1989-08-11,89,8000000,22168359,12.654051,5.5,245
The Wrestler,2008-09-07,109,6000000,44703995,40.196514,7.3,1000
Duel in the Sun,1946-12-31,144,6000000,20400000,7.60445,6.2,37
Escape from New York,1981-05-22,99,6000000,50244700,24.351305,6.9,703
Daddy Day Camp,2007-08-08,89,6000000,18197398,12.601677,4.4,91
A Mighty Wind,2003-04-16,91,6000000,18750246,4.053017,6.6,74
Mystic Pizza,1988-10-13,104,0,0,6.379933,5.9,123
Tales from the Hood,1995-05-24,98,6000000,12000000,3.89204,5.4,32
The Last King of Scotland,2006-09-01,121,6000000,48027970,26.286954,7.4,558
City Island,2009-03-06,104,6000000,6670712,6.497285,6.9,113
The Guard,2011-07-07,96,6000000,19560274,19.411141,6.8,372
College,2008-08-28,94,7000000,6230276,7.034618,4.8,48
Little Voice,1998-11-05,97,0,0,4.647547,6.6,61
Simply Irresistible,1999-02-05,95,6000000,4398989,5.696491,5.5,52
Only the Strong,1993-08-27,99,6000000,3283371,5.411243,6.9,29
Shattered Glass,2003-11-14,94,6000000,2944752,6.27257,6.6,111
Novocaine,2001-11-23,95,6000000,2025238,4.148253,6,44
The Wild Bunch,1969-06-17,145,6244087,638641,14.970654,7.6,259
The Wackness,2008-07-03,99,6000000,2899975,7.161051,6.2,94
The 5th Quarter,2011-03-25,97,6000000,399611,0.215464,4.7,12
The Flower of Evil,2003-02-09,104,0,0,1.229667,5.7,10
The Greatest,2009-01-17,99,6000000,0,6.903186,6.2,34
Come Early Morning,2006-01-10,97,6000000,0,3.427061,5.9,10
Men of War,1994-09-04,103,0,0,1.734764,5.4,29
Deadfall,2012-11-08,95,12000000,66351,10.19041,5.6,224
The Hit List,2011-04-02,90,6000000,0,4.957014,5.2,73
Emma,2009-10-11,240,0,0,2.135689,7.6,38
Videodrome,1983-02-04,87,5952000,2120439,18.119265,7.1,454
Freaky Deaky,2012-04-22,90,0,0,4.448353,4.9,18
Trade Of Innocents,2012-09-27,91,0,0,2.204138,5.5,12
Stiff Upper Lips,1998-06-12,99,0,0,0.356495,10,1
Bend It Like Beckham,2002-04-11,112,3500159,76578641,22.054546,6.2,578
Sunshine State,2002-06-21,141,0,0,4.245123,6,10
[REC]²,2009-09-15,85,5600000,18469680,22.341462,6.4,489
Chariots of Fire,1981-05-15,123,5500000,58972904,10.439971,6.8,207
Diary of a Mad Black Woman,2005-02-25,116,0,0,3.784535,6.4,71
Don Jon,2013-07-26,90,6000000,0,33.296684,5.9,1671
Iris,2001-12-14,91,0,0,2.714043,6.2,47
The Chorus,2004-03-17,96,0,0,20.982455,7.5,526
Mambo Italiano,2003-06-06,92,4361898,3031801,2.080741,5.6,28
Wonderland,2003-10-23,104,5000000,2466444,7.79068,6.2,73
Do the Right Thing,1989-06-30,120,6500000,37295445,15.580335,7.6,292
Harvard Man,2001-01-01,99,0,0,5.336243,4.8,15
Le Havre,2011-05-17,93,3850000,0,10.787322,6.8,97
R100,2013-10-05,100,5500000,0,3.21392,5.4,31
Rang De Basanti,2006-01-26,157,2200000,11502151,5.206967,7.2,97
Animals,2014-05-15,90,0,0,1.5846,6.2,9
Salvation Boulevard,2011-07-15,96,8000000,0,3.653305,5.6,28
Saint Ralph,2004-09-11,95,0,0,1.688495,7.3,24
Miss Julie,2014-09-07,120,5500000,5000000,5.033065,5.9,45
Somewhere in Time,1980-10-02,103,5100000,0,5.934016,7.2,102
Saw II,2005-10-28,92,4000000,152925093,42.187986,6.3,1251
10 Cloverfield Lane,2016-03-10,103,15000000,108286421,53.698683,6.8,2468
Paranormal Activity 3,2011-10-19,83,5000000,205703818,29.15813,5.9,669
Ouija,2014-10-24,89,5000000,103590271,56.30466,4.9,983
Paranormal Activity 4,2012-10-17,95,5000000,142817992,20.326337,5.2,563
The Return of the Pink Panther,1975-05-21,113,5000000,41833347,6.470766,6.7,137
"20,000 Leagues Under the Sea",1954-12-23,127,5000000,28200000,9.358197,6.8,157
The Elephant Man,1980-10-02,124,5000000,26010864,30.271066,7.9,719
House Party 2,1991-10-23,94,0,0,3.673566,4.7,21
The Man from Snowy River,1982-03-02,104,3500000,20659423,3.656491,6.8,37
Doug's 1st Movie,1999-03-26,77,0,0,1.88484,5.4,22
The Apostle,1997-10-09,134,5000000,0,4.227807,6.1,38
Mommie Dearest,1981-09-18,129,0,0,3.102862,6.5,54
The Egyptian,1954-08-25,139,5000000,15000000,4.079111,6,11
Nighthawks,1981-03-17,99,5000000,19905359,7.058868,6.4,86
Friday the 13th Part VIII: Jason Takes Manhattan,1989-07-28,100,5000000,14000000,12.904615,4.8,191
Spring Breakers,2013-01-24,94,5000000,31724284,62.554173,5,1551
Shaun of the Dead,2004-04-09,99,4000000,30039392,49.12486,7.5,2420
Apollo 18,2011-07-20,86,5000000,25562924,17.028252,5,356
No Escape,2015-08-26,103,5000000,54418872,38.006982,6.7,777
The Beastmaster,1982-08-20,118,0,14056528,6.377523,6,97
Solomon and Sheba,1959-12-25,139,5000000,12200000,0.835617,5.4,8
Fifty Shades of Black,2016-01-28,92,20000000,21164799,14.947588,4.3,331
Not Easily Broken,2009-01-09,99,0,0,5.1299,6.3,9
The Perfect Match,2016-03-11,96,0,0,3.810827,5.2,42
Saved!,2004-01-21,92,0,0,9.85123,6.3,147
UHF,1989-07-21,97,5000000,0,4.070044,6.7,89
Grandma's Boy,2006-01-06,94,0,6538177,9.974681,6.6,220
Slums of Beverly Hills,1998-08-14,91,5000000,0,6.308298,6.5,44
Once Upon a Time in the West,1968-12-21,175,5000000,5321508,49.333137,8.1,1128
Made,2001-07-13,94,5000000,5476060,4.149628,6.3,55
Keeping Up with the Steins,2006-05-12,90,0,0,3.562563,5.2,18
Sea Rex 3D: Journey to a Prehistoric World,2010-05-14,41,5000000,4074023,4.498368,5.9,11
The Sweet Hereafter,1997-05-14,112,5000000,3263585,7.673124,6.8,103
Of Gods and Men,2010-05-18,120,4000000,41424067,4.992475,6.5,91
90 Minutes in Heaven,2015-09-11,121,5000000,4842699,3.943706,5.4,40
Everything Must Go,2010-10-15,97,5000000,2614773,9.169411,6,208
Zero Effect,1998-01-30,116,5000000,1980338,2.732031,6,55
Light Sleeper,1992-08-21,103,5000000,0,6.063868,5.7,15
Kill the Messenger,2014-10-09,112,5000000,2450846,21.343093,6.6,355
Rabbit Hole,2010-12-16,91,5000000,5129058,10.095184,6.9,165
Party Monster,2003-09-05,98,5000000,742898,4.129165,5.9,58
Green Room,2016-04-15,95,5000000,3220371,30.001024,6.7,683
The Oh in Ohio,2006-03-30,88,5000000,0,6.759235,5.8,27
Bottle Rocket,1996-02-21,91,7000000,560069,11.700578,6.8,281
Out of the Blue,1980-05-01,94,0,0,0.679351,6.5,17
"Lovely, Still",2008-01-01,92,0,0,1.286991,6.2,13
Redacted,2007-01-01,90,5000000,782102,3.792015,6.2,37
Sleep Tight,2011-10-14,107,5000000,0,9.136965,7,202
The Cottage,2008-02-07,92,0,0,8.39685,6.3,80
Rudderless,2014-10-17,105,5000000,0,10.619574,7.4,105
Henry & Me,2014-08-18,67,5000000,0,0.999655,3,3
Christmas Eve,2015-12-04,95,0,0,1.985243,6.1,24
Should've Been Romeo,2012-04-28,0,0,0,0.40703,0,0
Running Forever,2015-10-27,88,0,0,0.028756,0,0
I Served the King of England,2006-12-19,120,0,0,2.387463,7,22
Soul Kitchen,2009-09-09,99,5000000,17872796,5.461487,7.1,116
Sling Blade,1996-08-30,135,1000000,24475416,14.805264,7.4,231
The Awakening,2011-08-17,107,4798235,209696,25.30216,6.3,458
Hostel,2005-01-06,94,4800000,80578934,38.83192,5.7,887
A Cock and Bull Story,2005-07-17,94,0,0,3.500741,6.2,43
Lady in White,1988-04-22,112,0,0,1.435742,6.3,25
Driving Lessons,2006-04-30,98,0,0,7.667888,6.3,47
Only God Forgives,2013-05-30,90,4800000,10337387,35.754865,5.6,862
Camping Sauvage,2005-10-13,80,0,0,0.20323,4.8,4
Dear Frankie,2004-05-18,105,0,0,3.11319,7,46
All Hat,2007-09-11,89,0,0,0.137535,1,1
Treading Water,2013-09-13,92,4700000,0,0.217538,5.6,6
Savage Grace,2007-05-18,97,4600000,0,3.531877,5.7,60
The Blue Lagoon,1980-07-05,104,4500000,58853106,22.585384,5.8,408
Four Weddings and a Funeral,1994-03-09,117,6000000,254700832,29.834065,6.6,632
Fast Times at Ridgemont High,1982-08-13,90,4500000,27092880,20.403344,7,322
Moby Dick,1956-06-27,116,4500000,10400000,5.224593,6.9,89
Requiem for a Dream,2000-10-27,102,4500000,7390108,11.573034,7.9,2443
Tango,1998-02-12,115,0,0,0.425551,6.8,6
Moms' Night Out,2014-03-25,98,5000000,10429707,10.274542,5.5,121
Donnie Darko,2001-01-18,113,6000000,1270522,61.210016,7.7,3452
Life During Wartime,2009-10-10,97,4500000,744816,3.108881,6.3,30
Sympathy for Lady Vengeance,2005-07-29,115,0,23803308,17.074843,7.4,356
Mean Machine,2001-12-26,99,0,0,8.816995,6,157
Exiled,2006-09-06,110,4500000,0,8.48639,7,46
Blackthorn,2011-08-31,98,0,623528,5.223096,6.6,73
Lilya 4-ever,2002-08-23,109,0,0,7.759215,7.7,139
After.Life,2010-04-09,104,4500000,3606395,14.570359,5.4,251
Fugly,2014-06-13,134,0,0,0.371337,5.3,2
Silent Movie,1976-06-17,86,0,0,7.315935,6.7,78
Anne of Green Gables,1985-12-01,199,0,0,8.772574,8.2,68
Falcon Rising,2014-09-05,103,0,0,6.988357,5.5,71
The Sweeney,2012-09-11,112,3730500,6294161,6.938854,5.7,109
Whale Rider,2003-01-30,101,8000000,41400000,12.439495,7.1,111
The Crying Game,1992-09-02,112,3705538,62548947,8.839651,6.9,176
Annie Hall,1977-04-19,93,4000000,38251425,35.892034,7.8,1010
The Greatest Show on Earth,1952-01-10,152,4000000,36000000,8.988455,6.6,50
Monster's Ball,2001-11-11,111,4000000,44909486,14.042041,6.5,250
Hansel and Gretel Get Baked,2013-02-19,86,4500000,0,2.503612,4.8,67
Trapeze,1956-05-30,105,4000000,14400000,1.379354,6.4,22
The Kids Are All Right,2010-07-09,106,3500000,34705850,15.338211,6.5,506
They Live,1988-11-23,94,4000000,13008928,29.852608,7.1,550
What the #$*! Do We (K)now!?,2004-04-23,109,0,10000000,7.288352,5.8,34
The Last Exorcism Part II,2013-02-28,88,5000000,15179302,10.605752,4.4,203
Scoop,2006-07-27,96,4000000,31584901,17.229537,6.4,420
The Wash,2001-11-16,93,7000000,10229331,2.453459,5.3,26
3 Strikes,2000-03-01,82,6000000,9000000,1.433692,5.9,15
The Cooler,2003-01-17,101,32000000,0,9.976428,6.7,89
The Orphanage,2007-08-27,105,0,44000000,29.071955,7.1,633
A Haunted House 2,2014-04-17,87,0,0,18.428909,5.4,346
Topaz,1969-12-18,143,4000000,6000000,5.975604,6.1,77
Let's Go to Prison,2006-11-17,84,4000000,4630045,4.59841,5.5,69
Four Rooms,1995-12-09,98,4000000,4300000,22.87623,6.5,530
The Real Cancun,2003-04-23,96,0,0,0.456485,3.3,8
Waiting for Guffman,1996-01-31,84,0,0,4.348416,7.3,63
Red State,2011-08-19,88,4000000,1104682,12.062371,5.9,316
Mirrormask,2005-01-25,101,4000000,866999,7.758188,6.6,102
Samsara,2011-09-16,102,4000000,0,12.781973,8,167
The Barbarians,1987-03-01,87,0,0,1.631993,5.1,8
The Art of Getting By,2011-06-17,83,0,1406224,12.690224,6.5,415
The Loss of Sexual Innocence,1999-04-29,106,4000000,0,2.866934,5.2,9
Joe,2014-04-11,118,4000000,2365467,22.987897,6.5,338
Shooting Fish,1997-08-22,109,3000000,302204,1.204941,7,23
The Big Tease,1999-01-01,87,0,0,0.502396,5.8,6
"Guten Tag, Ramón",2013-10-18,119,4000000,0,1.771584,8.1,18
Adore,2013-04-03,100,16000000,318982,18.790221,6.1,291
The Velocity of Gary,1999-07-16,100,4000000,0,0.409089,4.2,5
Stake Land,2010-09-30,98,650000,33245,12.496261,6.2,285
Futuro Beach,2014-05-01,106,0,0,2.611364,6.4,31
Another Happy Day,2011-11-18,119,4000000,355688,3.238466,6.2,37
Hell's Angels,1930-11-15,127,3950000,8000000,8.484123,6.1,19
The Helpers,2012-10-27,78,4000000,0,1.390659,4.1,8
How to Fall in Love,2012-07-21,0,4000000,0,1.923514,5.2,20
Network,1976-11-01,121,3800000,23689877,17.234745,7.7,381
Desert Dancer,2014-07-03,98,0,0,1.972668,6.5,18
Major Dundee,1965-04-07,123,3800000,14873,3.490215,6.2,38
The House of Sand,2005-05-13,115,0,0,0.389471,6.7,9
Defendor,2009-09-12,101,3500000,44462,8.45342,6.5,195
The History Boys,2006-10-02,109,4000000,13401952,3.771652,6.6,66
Chain of Command,2015-08-30,88,5000000,0,1.398981,5.3,11
The Ballad of Cable Hogue,1970-05-13,121,3716946,5000000,2.676535,6.9,47
In Cold Blood,1967-12-14,134,3500000,13007551,7.821438,7.4,82
The Witch,2016-02-19,92,3500000,40423945,50.319662,6.3,1434
The Secret in Their Eyes,2009-08-13,129,2000000,33965843,25.894065,7.8,626
Train,2008-10-16,94,0,0,3.280081,4.8,36
Pootie Tang,2001-06-29,81,0,0,3.115754,5.4,43
Ira & Abby,2006-01-01,104,0,0,0.595136,5.8,9
Winter Passing,2006-02-07,98,3500000,113783,3.643608,6.7,28
The Masked Saint,2016-01-08,111,0,0,0.909067,2.9,7
The Secret,2016-04-29,200,0,0,0.042346,0,0
Wicked Blood,2014-03-04,92,3500000,0,3.158056,5.3,37
Stranded,2015-06-05,86,0,0,3.230779,5,11
High Anxiety,1977-12-25,94,3400000,31063038,5.690619,6.5,84
March of the Penguins,2005-01-26,80,8000000,127392239,17.537154,6.9,358
Choke,2008-09-26,92,3000000,3830137,11.637458,6,127
City of God,2002-02-05,130,3300000,30641770,44.356711,8.1,1814
Human Traffic,1999-06-04,99,600000,4000000,4.859873,6.8,97
To Write Love on Her Arms,2015-03-13,118,3400000,0,6.723057,6.8,47
The Dead Girl,2006-11-07,85,0,0,3.069605,6.4,66
A Christmas Story,1983-11-18,94,0,19294144,15.128316,7.4,344
Bella,2006-09-09,91,0,0,1.814802,6.7,37
Class of 1984,1982-08-20,98,4300000,0,5.643023,6.2,66
The Opposite Sex,2014-11-08,96,3300000,45000,2.964785,4.1,9
Dreaming of Joseph Lees,1999-10-29,92,2000000,7,0.11615,8,1
The Class,2008-09-24,128,0,28814580,13.437038,6.8,174
Rosemary's Baby,1968-06-12,136,3200000,33395426,26.180367,7.5,863
The Man Who Shot Liberty Valance,1962-04-22,123,3200000,8000000,11.735287,7.4,265
Adam,2009-07-29,99,0,2277396,8.308442,6.9,150
Feast,2005-10-14,95,0,658573,8.825113,6.1,160
Animal House,1978-07-27,109,2700000,141000000,17.332585,7,418
Goldfinger,1964-09-17,110,2500000,124881062,47.812466,7.2,987
Trainspotting,1996-02-23,93,4000000,16491080,63.513324,7.8,2655
The Original Kings of Comedy,2000-08-18,115,0,0,1.918959,6.3,15
Waking Ned,1998-09-15,91,0,0,5.735912,7.4,54
Coming Home,2014-05-16,111,0,0,6.017273,6.9,49
The Purge,2013-05-31,86,3000000,89328627,54.403033,6,2428
Martin Lawrence Live: Runteldat,2002-08-01,113,3000000,19184015,0.295226,5,1
Pokémon: Spell of the Unknown,2000-07-08,93,16000000,68411275,9.18885,5.9,137
Spaced Invaders,1990-04-27,100,3000000,15369573,1.586598,4.7,25
Family Plot,1976-04-09,121,2000000,7900000,3.832858,6.7,86
The Apartment,1960-06-15,125,3000000,25000000,22.889294,8.1,483
Jason Goes to Hell: The Final Friday,1993-08-13,87,3000000,15938065,10.341982,4.2,193
Torn Curtain,1966-07-13,128,3000000,13000000,7.924982,6.4,120
Krush Groove,1985-10-25,97,3000000,0,0.720091,7,11
Next Day Air,2009-02-06,84,0,0,2.747402,5.3,36
Judgment at Nuremberg,1961-12-01,186,3000000,10000000,13.338539,7.6,155
Red River,1948-08-26,133,3000000,9012000,5.344815,7.3,82
Before Midnight,2013-04-05,108,3000000,11176469,23.299907,7.4,568
Real Women Have Curves,2002-01-01,86,0,0,1.026243,5.8,19
Water,2005-09-08,115,0,10422387,2.787375,6.8,34
Whipped,2000-09-01,82,3000000,0,2.144354,3.1,11
Kama Sutra - A Tale of Love,1996-09-11,117,3000000,4109095,3.937939,5.7,35
Willy Wonka & the Chocolate Factory,1971-06-29,100,3000000,4000000,23.981601,7.4,798
Warlock: The Armageddon,1993-05-01,98,0,0,3.107149,5.2,38
8 Heads in a Duffel Bag,1997-04-18,95,0,0,5.016607,5.4,39
Jawbreaker,1999-01-30,87,3000000,3076820,4.337685,5.9,90
Basquiat,1996-08-09,108,2962051,3011195,3.636634,6.6,94
Tsotsi,2005-08-18,94,3000000,9879971,2.504169,6.9,94
Happiness,1998-10-16,139,3000000,2807390,10.757539,7.4,194
DysFunktional Family,2003-04-04,89,0,0,1.580027,6.1,4
Oldboy,2003-01-01,120,3000000,14980005,56.76349,8,1945
Letters to God,2010-04-09,110,0,0,3.644872,6.5,37
Hobo with a Shotgun,2011-05-06,86,3000000,748453,16.900433,5.7,211
Compadres,2016-03-31,101,3000000,0,1.569246,5.2,17
Brave New Girl,2004-04-25,120,0,0,0.18094,3.7,3
Summer Storm,2004-09-02,98,2700000,0,3.120747,6.7,59
The Divide,2011-03-13,112,3000000,22000,11.882563,5.7,197
The Eclipse,2009-04-24,88,0,0,9.342465,6.1,15
My Big Fat Independent Movie,2005-03-04,80,0,0,0.68822,3,5
The Deported,2010-06-15,90,0,0,0.194848,0,0
They Came Together,2014-06-27,84,0,0,12.036888,5.3,171
